inst_141635 RESOURCE22351
CLB8670 RESOURCE40022
CLB12075 RESOURCE19720
CLB3607 RESOURCE58121
CLB9909 RESOURCE48065
CLB3412 RESOURCE62622
CLB3444 RESOURCE63579
CLB3262 RESOURCE61569
CLB3182 RESOURCE64537
CLB10896 RESOURCE37054
CLB11257 RESOURCE24125
CLB2938 RESOURCE68944
CLB11386 RESOURCE26041
CLB11540 RESOURCE28720
CLB3620 RESOURCE65591
CLB15784 RESOURCE35618
CLB10064 RESOURCE47586
CLB15817 RESOURCE36575
CLB11377 RESOURCE25083
CLB3180 RESOURCE65112
CLB11798 RESOURCE15792
CLB15669 RESOURCE34180
CLB2945 RESOURCE67507
CLB11754 RESOURCE17708
CLB8653 RESOURCE39543
CLB3410 RESOURCE63101
CLB2934 RESOURCE68945
CLB3296 RESOURCE60515
CLB11522 RESOURCE29199
CLB10092 RESOURCE46629
CLB8662 RESOURCE38585
CLB8963 RESOURCE46150
CLB3598 RESOURCE56973
CLB11251 RESOURCE33606
CLB11693 RESOURCE19241
CLB9975 RESOURCE51513
CLB10067 RESOURCE47587
CLB8952 RESOURCE45191
CLB11753 RESOURCE17229
CLB8962 RESOURCE45670
CLB3464 RESOURCE59080
CLB15885 RESOURCE32647
CLB11263 RESOURCE25084
CLB11448 RESOURCE26520
CLB3909 RESOURCE67029
CLB3557 RESOURCE60517
CLB3536 RESOURCE58601
CLB11300 RESOURCE22115
CLB3265 RESOURCE61570
CLB3458 RESOURCE59078
CLB9981 RESOURCE52566
CLB10288 RESOURCE47588
CLB11472 RESOURCE27092
CLB11556 RESOURCE28242
CLB11265 RESOURCE25085
CLB8691 RESOURCE40501
CLB11698 RESOURCE18667
CLB3142 RESOURCE66550
CLB11701 RESOURCE18188
CLB10952 RESOURCE52567
CLB2943 RESOURCE67508
CLB9943 RESOURCE49118
CLB12077 RESOURCE20198
CLB8638 RESOURCE41460
CLB11140 RESOURCE31690
CLB10994 RESOURCE36576
CLB11259 RESOURCE23168
CLB11216 RESOURCE33607
CLB10953 RESOURCE51993
CLB11547 RESOURCE29200
CLB11309 RESOURCE21636
CLB8965 RESOURCE46149
CLB3411 RESOURCE63102
CLB3628 RESOURCE65113
CLB11314 RESOURCE21157
CLB2935 RESOURCE68466
CLB3135 RESOURCE67987
CLB15666 RESOURCE34181
CLB11313 RESOURCE24604
CLB11763 RESOURCE20199
CLB11502 RESOURCE30732
CLB3570 RESOURCE59559
CLB10704 RESOURCE38107
CLB10080 RESOURCE48066
CLB15785 RESOURCE36097
CLB15724 RESOURCE35619
CLB15878 RESOURCE33128
CLB3629 RESOURCE66072
CLB9965 RESOURCE51514
CLB2940 RESOURCE69424
CLB8704 RESOURCE42035
CLB11298 RESOURCE23647
CLB3267 RESOURCE61091
CLB11445 RESOURCE27095
CLB11047 RESOURCE36098
CLB3139 RESOURCE67988
CLB8926 RESOURCE45193
CLB3626 RESOURCE65114
CLB11384 RESOURCE26521
CLB3474 RESOURCE59081
CLB15823 RESOURCE37629
CLB3140 RESOURCE67030
CLB8655 RESOURCE38587
CLB11755 RESOURCE17710
CLB10298 RESOURCE47109
CLB11104 RESOURCE51994
CLB15828 RESOURCE37055
CLB11765 RESOURCE18189
CLB11718 RESOURCE16752
CLB11258 RESOURCE23648
CLB11156 RESOURCE31691
CLB10094 RESOURCE48545
CLB8920 RESOURCE44140
CLB3627 RESOURCE65593
CLB11778 RESOURCE17711
CLB10274 RESOURCE47589
CLB3571 RESOURCE56974
CLB11272 RESOURCE22689
CLB15667 RESOURCE34660
CLB8656 RESOURCE38588
CLB11154 RESOURCE32648
CLB11504 RESOURCE31211
CLB11824 RESOURCE19721
CLB8946 RESOURCE45672
CLB9983 RESOURCE53046
CLB3294 RESOURCE60516
CLB3405 RESOURCE64060
CLB11563 RESOURCE29775
CLB3545 RESOURCE58123
CLB3672 RESOURCE66551
CLB11158 RESOURCE33129
CLB15668 RESOURCE34179
CLB9984 RESOURCE54005
CLB11294 RESOURCE24127
CLB10093 RESOURCE47108
CLB11030 RESOURCE36096
CLB9963 RESOURCE49599
CLB11800 RESOURCE15794
CLB11781 RESOURCE17709
CLB8937 RESOURCE45673
CLB11756 RESOURCE17231
CLB8931 RESOURCE44139
CLB11777 RESOURCE18190
CLB9962 RESOURCE50557
CLB10276 RESOURCE48068
CLB8727 RESOURCE37630
CLB15795 RESOURCE35140
CLB9961 RESOURCE50558
CLB8669 RESOURCE40503
CLB11102 RESOURCE51516
CLB10313 RESOURCE47110
CLB9966 RESOURCE49120
CLB9982 RESOURCE52568
CLB11159 RESOURCE32170
CLB2947 RESOURCE69426
CLB11019 RESOURCE54963
CLB11401 RESOURCE27575
CLB3441 RESOURCE60039
CLB3268 RESOURCE62051
CLB11018 RESOURCE56400
CLB3413 RESOURCE62624
CLB11275 RESOURCE25086
CLB11453 RESOURCE27576
CLB3611 RESOURCE58603
CLB11786 RESOURCE16273
CLB15826 RESOURCE38109
CLB11304 RESOURCE21158
CLB11262 RESOURCE24128
CLB3457 RESOURCE62625
CLB3539 RESOURCE58602
CLB8690 RESOURCE42036
CLB3647 RESOURCE67510
CLB3661 RESOURCE67989
CLB10301 RESOURCE46631
CLB3662 RESOURCE67990
CLB11316 RESOURCE21638
CLB3297 RESOURCE60518
CLB3622 RESOURCE65115
CLB11710 RESOURCE19722
CLB9987 RESOURCE52569
CLB10284 RESOURCE48547
CLB11274 RESOURCE22691
CLB8652 RESOURCE40504
CLB11512 RESOURCE30734
CLB3304 RESOURCE60519
CLB8919 RESOURCE43661
CLB11176 RESOURCE33608
CLB15779 RESOURCE34182
CLB15799 RESOURCE35620
CLB9967 RESOURCE49121
CLB11260 RESOURCE24607
CLB11299 RESOURCE21159
CLB3601 RESOURCE59082
CLB11548 RESOURCE28723
CLB3621 RESOURCE65116
CLB3350 RESOURCE64062
CLB11273 RESOURCE24129
CLB8664 RESOURCE40025
CLB10095 RESOURCE48067
CLB11005 RESOURCE37056
CLB11381 RESOURCE26523
CLB9914 RESOURCE51038
CLB11510 RESOURCE31692
CLB2944 RESOURCE68468
CLB8959 RESOURCE46632
CLB3652 RESOURCE67031
CLB3580 RESOURCE58124
CLB9968 RESOURCE51037
CLB11690 RESOURCE19243
CLB3602 RESOURCE59083
CLB2942 RESOURCE69427
CLB10097 RESOURCE48069
CLB15778 RESOURCE34183
CLB8685 RESOURCE42516
CLB8725 RESOURCE38110
CLB11794 RESOURCE19723
CLB10100 RESOURCE49122
CLB11475 RESOURCE28245
CLB11064 RESOURCE36099
CLB10995 RESOURCE37632
CLB11152 RESOURCE32650
CLB3351 RESOURCE63104
CLB3547 RESOURCE58604
CLB8692 RESOURCE41461
CLB11083 RESOURCE35621
CLB9989 RESOURCE51995
CLB11813 RESOURCE20201
CLB8658 RESOURCE40026
CLB11806 RESOURCE17712
CLB3261 RESOURCE60040
CLB3656 RESOURCE66553
CLB11020 RESOURCE55443
CLB9911 RESOURCE50559
CLB8964 RESOURCE47111
CLB15825 RESOURCE37631
CLB12355 RESOURCE28724
CLB15798 RESOURCE36100
CLB11797 RESOURCE20202
CLB8606 RESOURCE46153
CLB8939 RESOURCE43184
CLB3583 RESOURCE58605
CLB3293 RESOURCE61094
CLB3349 RESOURCE64063
CLB3452 RESOURCE63583
CLB11785 RESOURCE19724
CLB15800 RESOURCE37057
CLB11317 RESOURCE22118
CLB9992 RESOURCE54007
CLB3648 RESOURCE67991
CLB11537 RESOURCE29777
CLB3579 RESOURCE59084
CLB11308 RESOURCE21639
CLB11213 RESOURCE34184
CLB9988 RESOURCE52570
CLB11799 RESOURCE20203
CLB11025 RESOURCE56402
CLB11511 RESOURCE31693
CLB10868 RESOURCE38111
CLB11514 RESOURCE30735
CLB8910 RESOURCE43663
CLB11027 RESOURCE36578
CLB3655 RESOURCE67511
CLB11717 RESOURCE18191
CLB10000 RESOURCE54966
CLB8651 RESOURCE40505
CLB3461 RESOURCE64541
CLB11151 RESOURCE34185
CLB11312 RESOURCE26046
CLB3455 RESOURCE64542
CLB3285 RESOURCE62626
CLB3381 RESOURCE66075
CLB3582 RESOURCE59085
CLB11170 RESOURCE34663
CLB11306 RESOURCE24130
CLB11139 RESOURCE33609
CLB11757 RESOURCE20682
CLB8681 RESOURCE39068
CLB3382 RESOURCE65117
CLB11153 RESOURCE32652
CLB8680 RESOURCE39069
CLB3624 RESOURCE66076
CLB3159 RESOURCE67512
CLB3663 RESOURCE68948
CLB3654 RESOURCE67032
CLB11046 RESOURCE54965
CLB11457 RESOURCE28246
CLB15827 RESOURCE38590
CLB11186 RESOURCE35141
CLB15824 RESOURCE38112
CLB9996 RESOURCE51518
CLB8668 RESOURCE39067
CLB10101 RESOURCE48549
CLB11293 RESOURCE25566
CLB11804 RESOURCE17713
CLB9912 RESOURCE50081
CLB11155 RESOURCE32173
CLB8921 RESOURCE44717
CLB3166 RESOURCE67033
CLB11137 RESOURCE33610
CLB3348 RESOURCE64543
CLB11776 RESOURCE18670
CLB3584 RESOURCE59563
CLB15777 RESOURCE35622
CLB11087 RESOURCE36101
CLB3362 RESOURCE66074
CLB9994 RESOURCE51997
CLB8695 RESOURCE42517
CLB3266 RESOURCE63106
CLB3462 RESOURCE65118
CLB11812 RESOURCE21161
CLB3454 RESOURCE64064
CLB3592 RESOURCE58125
CLB8933 RESOURCE43185
CLB8915 RESOURCE44716
CLB3303 RESOURCE64544
CLB9990 RESOURCE53050
CLB11527 RESOURCE31215
CLB11545 RESOURCE29203
CLB3287 RESOURCE64065
CLB11789 RESOURCE17714
CLB15801 RESOURCE37058
CLB3283 RESOURCE63585
CLB8666 RESOURCE41464
CLB9913 RESOURCE50082
CLB15829 RESOURCE37633
CLB9991 RESOURCE53051
CLB11555 RESOURCE28725
CLB3270 RESOURCE62052
CLB8953 RESOURCE47112
CLB11805 RESOURCE18192
CLB3589 RESOURCE60042
CLB3645 RESOURCE67513
CLB3149 RESOURCE68470
CLB3646 RESOURCE67992
CLB8657 RESOURCE40028
CLB11538 RESOURCE30257
CLB3658 RESOURCE67514
CLB3289 RESOURCE61575
CLB8930 RESOURCE45675
CLB10102 RESOURCE49602
CLB11297 RESOURCE23172
CLB11479 RESOURCE29204
CLB11784 RESOURCE17233
CLB11783 RESOURCE19725
CLB3269 RESOURCE63107
CLB11302 RESOURCE22694
CLB3666 RESOURCE69428
CLB10287 RESOURCE49124
CLB8607 RESOURCE46633
CLB11779 RESOURCE19245
CLB3593 RESOURCE58606
CLB11542 RESOURCE30258
CLB10296 RESOURCE49603
CLB15772 RESOURCE36580
CLB15762 RESOURCE37634
CLB3551 RESOURCE59564
CLB11286 RESOURCE23173
CLB8938 RESOURCE47113
CLB3361 RESOURCE66555
CLB9973 RESOURCE50080
CLB8932 RESOURCE44144
CLB8928 RESOURCE45196
CLB3600 RESOURCE56978
CLB8721 RESOURCE39070
CLB3552 RESOURCE59565
CLB11468 RESOURCE27579
CLB10725 RESOURCE38591
CLB8923 RESOURCE45676
CLB8667 RESOURCE40986
CLB9995 RESOURCE51996
CLB11129 RESOURCE34186
CLB15774 RESOURCE35623
CLB8850 RESOURCE43186
CLB11320 RESOURCE22120
CLB15796 RESOURCE36581
CLB11374 RESOURCE27099
CLB3669 RESOURCE66556
CLB8934 RESOURCE46155
CLB8724 RESOURCE38592
CLB11458 RESOURCE29205
CLB8877 RESOURCE44143
CLB15773 RESOURCE36102
CLB3343 RESOURCE65119
CLB9969 RESOURCE51519
CLB3339 RESOURCE65597
CLB11157 RESOURCE33132
CLB10277 RESOURCE48071
CLB3465 RESOURCE64066
CLB11352 RESOURCE21641
CLB11305 RESOURCE23652
CLB3612 RESOURCE56403
CLB8672 RESOURCE42519
CLB9997 RESOURCE52572
CLB10273 RESOURCE54967
CLB10470 RESOURCE58127
CLB8665 RESOURCE40987
CLB15771 RESOURCE36103
CLB11290 RESOURCE25568
CLB15570 RESOURCE38113
CLB3651 RESOURCE68951
CLB3653 RESOURCE67993
CLB3586 RESOURCE60044
CLB11519 RESOURCE33612
CLB15797 RESOURCE37060
CLB8909 RESOURCE45677
CLB10105 RESOURCE49604
CLB3649 RESOURCE68950
CLB8713 RESOURCE43187
CLB10893 RESOURCE37635
CLB11162 RESOURCE34664
CLB12338 RESOURCE26047
CLB3342 RESOURCE65120
CLB3591 RESOURCE59566
CLB8979 RESOURCE47114
CLB3271 RESOURCE62054
CLB11292 RESOURCE26048
CLB9971 RESOURCE50562
CLB11534 RESOURCE31696
CLB11524 RESOURCE31695
CLB11553 RESOURCE29780
CLB8935 RESOURCE47115
CLB3537 RESOURCE60523
CLB11283 RESOURCE24611
CLB11057 RESOURCE56405
CLB8847 RESOURCE44145
CLB11055 RESOURCE37061
CLB11402 RESOURCE28248
CLB11169 RESOURCE35624
CLB3281 RESOURCE64067
CLB11065 RESOURCE54489
CLB11288 RESOURCE25090
CLB10226 RESOURCE51520
CLB8633 RESOURCE41466
CLB11782 RESOURCE19726
CLB8840 RESOURCE43188
CLB3659 RESOURCE69430
CLB15569 RESOURCE38114
CLB11780 RESOURCE19727
CLB15571 RESOURCE38593
CLB8900 RESOURCE45198
CLB8647 RESOURCE40508
CLB8689 RESOURCE42520
CLB8873 RESOURCE44720
CLB11383 RESOURCE26527
CLB10825 RESOURCE38594
CLB11345 RESOURCE22696
CLB10106 RESOURCE49605
CLB8684 RESOURCE42040
CLB11128 RESOURCE34187
CLB3453 RESOURCE60522
CLB11515 RESOURCE32655
CLB8674 RESOURCE42521
CLB3644 RESOURCE68952
CLB11138 RESOURCE33134
CLB3578 RESOURCE59087
CLB11533 RESOURCE31697
CLB8715 RESOURCE43666
CLB11459 RESOURCE28727
CLB10107 RESOURCE50083
CLB3374 RESOURCE67515
CLB11167 RESOURCE35143
CLB8720 RESOURCE39550
CLB3244 RESOURCE61097
CLB11351 RESOURCE22122
CLB10225 RESOURCE51521
CLB8679 RESOURCE40988
CLB11172 RESOURCE35144
CLB3643 RESOURCE68473
CLB10108 RESOURCE51522
CLB3257 RESOURCE61098
CLB8693 RESOURCE42518
CLB3581 RESOURCE60045
CLB3357 RESOURCE66557
CLB3347 RESOURCE66078
CLB11529 RESOURCE31698
CLB11539 RESOURCE30739
CLB15572 RESOURCE39073
CLB11796 RESOURCE20206
CLB11285 RESOURCE25091
CLB11788 RESOURCE20205
CLB8874 RESOURCE44721
CLB11346 RESOURCE22695
CLB8904 RESOURCE46636
CLB15690 RESOURCE37062
CLB9972 RESOURCE50563
CLB3698 RESOURCE61099
CLB11054 RESOURCE55927
CLB11141 RESOURCE33135
CLB11814 RESOURCE21643
CLB3378 RESOURCE67994
CLB11469 RESOURCE27580
CLB3585 RESOURCE60046
CLB3577 RESOURCE60524
CLB15802 RESOURCE38115
CLB10109 RESOURCE49126
CLB11543 RESOURCE30740
CLB11787 RESOURCE20207
CLB11526 RESOURCE32656
CLB10172 RESOURCE49606
CLB3279 RESOURCE64547
CLB3642 RESOURCE68474
CLB3295 RESOURCE62056
CLB11185 RESOURCE35625
CLB8682 RESOURCE40510
CLB11282 RESOURCE24613
CLB8973 RESOURCE46158
CLB3671 RESOURCE67516
CLB12208 RESOURCE33613
CLB3358 RESOURCE67037
CLB11168 RESOURCE35626
CLB3660 RESOURCE69432
CLB10112 RESOURCE49127
CLB8729 RESOURCE39074
CLB11348 RESOURCE22697
CLB10121 RESOURCE52001
CLB11082 RESOURCE53054
CLB11125 RESOURCE34666
CLB8894 RESOURCE46159
CLB12341 RESOURCE27103
CLB15794 RESOURCE37636
CLB10110 RESOURCE49125
CLB10189 RESOURCE53533
CLB3256 RESOURCE62057
CLB3272 RESOURCE63589
CLB11321 RESOURCE23176
CLB3670 RESOURCE67517
CLB11405 RESOURCE28728
CLB8716 RESOURCE39552
CLB3171 RESOURCE68475
CLB11121 RESOURCE34188
CLB12354 RESOURCE29782
CLB8714 RESOURCE44147
CLB10176 RESOURCE52575
CLB11355 RESOURCE22123
CLB8707 RESOURCE40511
CLB11379 RESOURCE27104
CLB10476 RESOURCE59088
CLB8709 RESOURCE43190
CLB11307 RESOURCE23655
CLB10877 RESOURCE38595
CLB10389 RESOURCE56407
CLB10286 RESOURCE56408
CLB8728 RESOURCE39553
CLB10474 RESOURCE59089
CLB8936 RESOURCE48074
CLB11811 RESOURCE21644
CLB8626 RESOURCE42043
CLB8711 RESOURCE44148
CLB11284 RESOURCE26050
CLB8960 RESOURCE47116
CLB10127 RESOURCE52576
CLB3346 RESOURCE66079
CLB11017 RESOURCE38116
CLB3263 RESOURCE63590
CLB11289 RESOURCE26051
CLB11287 RESOURCE26529
CLB11086 RESOURCE54012
CLB11404 RESOURCE28250
CLB11536 RESOURCE31699
CLB3694 RESOURCE61578
CLB8710 RESOURCE43669
CLB10175 RESOURCE52574
CLB10128 RESOURCE49128
CLB12353 RESOURCE30741
CLB11203 RESOURCE34668
CLB11069 RESOURCE55929
CLB11551 RESOURCE31700
CLB10201 RESOURCE54013
CLB10113 RESOURCE50565
CLB3290 RESOURCE62633
CLB11382 RESOURCE27583
CLB10212 RESOURCE54011
CLB10218 RESOURCE54971
CLB3587 RESOURCE61100
CLB15568 RESOURCE39554
CLB8525 RESOURCE42044
CLB3569 RESOURCE61101
CLB10871 RESOURCE38596
CLB11817 RESOURCE22124
CLB3340 RESOURCE66559
CLB3298 RESOURCE65122
CLB8903 RESOURCE47596
CLB11134 RESOURCE34189
CLB15575 RESOURCE39075
CLB10220 RESOURCE55450
CLB3360 RESOURCE67518
CLB11181 RESOURCE36584
CLB11334 RESOURCE23656
CLB11353 RESOURCE23657
CLB15565 RESOURCE40033
CLB3327 RESOURCE65601
CLB8717 RESOURCE40032
CLB8849 RESOURCE44722
CLB3690 RESOURCE62058
CLB3258 RESOURCE61580
CLB8708 RESOURCE40512
CLB8634 RESOURCE43191
CLB8842 RESOURCE44723
CLB8870 RESOURCE45680
CLB3657 RESOURCE69433
CLB3377 RESOURCE68476
CLB8970 RESOURCE48075
CLB11133 RESOURCE33615
CLB3359 RESOURCE67038
CLB11532 RESOURCE32179
CLB8871 RESOURCE47117
CLB3259 RESOURCE62634
CLB10122 RESOURCE51523
CLB10188 RESOURCE53534
CLB15576 RESOURCE39076
CLB3373 RESOURCE67996
CLB12345 RESOURCE30262
CLB8646 RESOURCE43670
CLB11528 RESOURCE33616
CLB3288 RESOURCE63591
CLB11281 RESOURCE25572
CLB11084 RESOURCE37063
CLB3445 RESOURCE67995
CLB8869 RESOURCE45681
CLB11554 RESOURCE30263
CLB11177 RESOURCE36585
CLB11406 RESOURCE28731
CLB3345 RESOURCE66080
CLB10114 RESOURCE50087
CLB3376 RESOURCE68955
CLB11552 RESOURCE32180
CLB3352 RESOURCE67519
CLB11562 RESOURCE30264
CLB3372 RESOURCE68477
CLB11090 RESOURCE54014
CLB3276 RESOURCE64069
CLB10179 RESOURCE53535
CLB3280 RESOURCE64548
CLB11549 RESOURCE31701
CLB11094 RESOURCE37064
CLB8975 RESOURCE49608
CLB11131 RESOURCE35627
CLB11132 RESOURCE34669
CLB11197 RESOURCE37638
CLB12313 RESOURCE28732
CLB11342 RESOURCE23178
CLB10200 RESOURCE54015
CLB11361 RESOURCE26530
CLB8723 RESOURCE40034
CLB11163 RESOURCE36106
CLB8950 RESOURCE47597
CLB10883 RESOURCE38597
CLB11530 RESOURCE32658
CLB11089 RESOURCE54494
CLB10125 RESOURCE51525
CLB10115 RESOURCE50566
CLB10475 RESOURCE60048
CLB10116 RESOURCE51045
CLB8954 RESOURCE48554
CLB11296 RESOURCE26531
CLB3446 RESOURCE68956
CLB11369 RESOURCE25574
CLB12348 RESOURCE31221
CLB11074 RESOURCE55931
CLB11028 RESOURCE38117
CLB11332 RESOURCE24616
CLB15567 RESOURCE40513
CLB10386 RESOURCE56984
CLB15780 RESOURCE38598
CLB3354 RESOURCE68478
CLB15566 RESOURCE39555
CLB11356 RESOURCE22700
CLB3574 RESOURCE61581
CLB8876 RESOURCE47119
CLB11178 RESOURCE36586
CLB11120 RESOURCE35149
CLB8899 RESOURCE47598
CLB12346 RESOURCE31222
CLB3576 RESOURCE61579
CLB11136 RESOURCE36587
CLB8872 RESOURCE45682
CLB11245 RESOURCE34670
CLB12363 RESOURCE30265
CLB8884 RESOURCE46160
CLB10123 RESOURCE51046
CLB3341 RESOURCE67040
CLB12310 RESOURCE28730
CLB3317 RESOURCE65603
CLB3674 RESOURCE69435
CLB8881 RESOURCE47599
CLB11182 RESOURCE37065
CLB8864 RESOURCE45683
CLB10872 RESOURCE39077
CLB10170 RESOURCE53057
CLB8615 RESOURCE42045
CLB8628 RESOURCE43671
CLB11819 RESOURCE22125
CLB8722 RESOURCE40514
CLB11061 RESOURCE37639
CLB10214 RESOURCE55453
CLB11048 RESOURCE38119
CLB11586 RESOURCE29785
CLB8623 RESOURCE43192
CLB11119 RESOURCE34671
CLB10387 RESOURCE56985
CLB3366 RESOURCE68957
CLB8632 RESOURCE42046
CLB11347 RESOURCE23659
CLB8861 RESOURCE45203
CLB3368 RESOURCE69436
CLB8961 RESOURCE49610
CLB15808 RESOURCE39556
CLB11585 RESOURCE30744
CLB3260 RESOURCE63592
CLB11473 RESOURCE29210
CLB11124 RESOURCE35628
CLB11826 RESOURCE23180
CLB3874 RESOURCE58612
CLB3588 RESOURCE62061
CLB11535 RESOURCE32181
CLB15775 RESOURCE39078
CLB3703 RESOURCE63113
CLB3606 RESOURCE59571
CLB11476 RESOURCE28254
CLB11117 RESOURCE35150
CLB12207 RESOURCE34191
CLB3355 RESOURCE68958
CLB8906 RESOURCE48555
CLB11341 RESOURCE24137
CLB3367 RESOURCE67520
CLB3326 RESOURCE66562
CLB8875 RESOURCE47120
CLB8863 RESOURCE45684
CLB11333 RESOURCE25096
CLB11335 RESOURCE25095
CLB10199 RESOURCE54016
CLB10903 RESOURCE38599
CLB10197 RESOURCE54495
CLB10165 RESOURCE53058
CLB8641 RESOURCE44151
CLB10131 RESOURCE52005
CLB10168 RESOURCE53537
CLB10124 RESOURCE50568
CLB11484 RESOURCE29212
CLB11477 RESOURCE28255
CLB10149 RESOURCE53059
CLB12336 RESOURCE27107
CLB3264 RESOURCE64551
CLB12349 RESOURCE31223
CLB11246 RESOURCE39557
CLB3286 RESOURCE65604
CLB10477 RESOURCE61103
CLB8858 RESOURCE46641
CLB11329 RESOURCE24138
CLB12305 RESOURCE30745
CLB10727 RESOURCE40036
CLB11340 RESOURCE25097
CLB8862 RESOURCE45205
CLB10144 RESOURCE52580
CLB8650 RESOURCE40037
CLB11825 RESOURCE23181
CLB11135 RESOURCE33619
CLB11370 RESOURCE27108
CLB11358 RESOURCE27587
CLB8719 RESOURCE41472
CLB11344 RESOURCE25098
CLB11531 RESOURCE33618
CLB8908 RESOURCE48078
CLB8865 RESOURCE46642
CLB10219 RESOURCE55933
CLB11179 RESOURCE37067
CLB11081 RESOURCE37641
CLB3680 RESOURCE64072
CLB12387 RESOURCE32661
CLB3356 RESOURCE68479
CLB10735 RESOURCE38120
CLB8971 RESOURCE50090
CLB12307 RESOURCE31224
CLB10210 RESOURCE55454
CLB3328 RESOURCE67042
CLB12359 RESOURCE31225
CLB3323 RESOURCE66563
CLB10391 RESOURCE56986
CLB8642 RESOURCE42525
CLB3344 RESOURCE67521
CLB8756 RESOURCE45206
CLB12308 RESOURCE31704
CLB10126 RESOURCE51527
CLB8648 RESOURCE40994
CLB12364 RESOURCE30746
CLB10223 RESOURCE54496
CLB8612 RESOURCE44726
CLB8972 RESOURCE50569
CLB11541 RESOURCE33140
CLB3689 RESOURCE63115
CLB3692 RESOURCE63116
CLB11146 RESOURCE34193
CLB8957 RESOURCE49611
CLB3292 RESOURCE64073
CLB11123 RESOURCE36109
CLB11253 RESOURCE39079
CLB8616 RESOURCE42526
CLB10148 RESOURCE53060
CLB8644 RESOURCE42048
CLB3278 RESOURCE66084
CLB3440 RESOURCE63594
CLB3273 RESOURCE65127
CLB10222 RESOURCE56413
CLB12303 RESOURCE30266
CLB3575 RESOURCE62637
CLB8614 RESOURCE43195
CLB8860 RESOURCE46163
CLB3678 RESOURCE64553
CLB10383 RESOURCE58615
CLB8643 RESOURCE42049
CLB11860 RESOURCE24619
CLB12302 RESOURCE29788
CLB10894 RESOURCE39558
CLB8613 RESOURCE44153
CLB3691 RESOURCE63595
CLB8841 RESOURCE45685
CLB3443 RESOURCE63596
CLB11164 RESOURCE36589
CLB3277 RESOURCE65128
CLB8878 RESOURCE48080
CLB11060 RESOURCE38121
CLB3679 RESOURCE64074
CLB10227 RESOURCE56412
CLB10876 RESOURCE39559
CLB10285 RESOURCE56987
CLB11818 RESOURCE22703
CLB10132 RESOURCE51528
CLB8649 RESOURCE40516
CLB8901 RESOURCE46643
CLB12232 RESOURCE32183
CLB10193 RESOURCE54976
CLB11544 RESOURCE33620
CLB8629 RESOURCE43196
CLB11118 RESOURCE36111
CLB12312 RESOURCE29789
CLB3685 RESOURCE63117
CLB11148 RESOURCE34194
CLB11828 RESOURCE23182
CLB11150 RESOURCE36110
CLB11174 RESOURCE37068
CLB10196 RESOURCE55934
CLB11149 RESOURCE34673
CLB12315 RESOURCE29787
CLB11327 RESOURCE26056
CLB11350 RESOURCE25099
CLB11066 RESOURCE38122
CLB11359 RESOURCE27588
CLB8856 RESOURCE46644
CLB10143 RESOURCE52581
CLB11210 RESOURCE40517
CLB3693 RESOURCE64075
CLB11330 RESOURCE25577
CLB12304 RESOURCE30747
CLB8631 RESOURCE42527
CLB10216 RESOURCE53061
CLB11145 RESOURCE35152
CLB10129 RESOURCE51529
CLB8882 RESOURCE48560
CLB10874 RESOURCE40038
CLB11326 RESOURCE26057
CLB8948 RESOURCE50091
CLB3365 RESOURCE68481
CLB3320 RESOURCE66564
CLB10167 RESOURCE53539
CLB10249 RESOURCE56988
CLB8885 RESOURCE48081
CLB11866 RESOURCE25578
CLB12168 RESOURCE32663
CLB3681 RESOURCE64554
CLB10815 RESOURCE40039
CLB3363 RESOURCE68959
CLB11029 RESOURCE39080
CLB11371 RESOURCE27589
CLB10194 RESOURCE54977
CLB11820 RESOURCE23183
CLB3301 RESOURCE67043
CLB11328 RESOURCE26055
CLB10252 RESOURCE51050
CLB3676 RESOURCE67523
CLB12375 RESOURCE30748
CLB10177 RESOURCE54498
CLB12335 RESOURCE28736
CLB8942 RESOURCE44729
CLB12301 RESOURCE30268
CLB8625 RESOURCE44154
CLB10133 RESOURCE52582
CLB11067 RESOURCE38601
CLB10384 RESOURCE58616
CLB8898 RESOURCE48561
CLB9985 RESOURCE56989
CLB3682 RESOURCE65129
CLB11821 RESOURCE24141
CLB10145 RESOURCE53062
CLB11180 RESOURCE38123
CLB10726 RESOURCE40518
CLB11045 RESOURCE39081
CLB3274 RESOURCE66087
CLB11337 RESOURCE27590
CLB10699 RESOURCE56414
CLB10700 RESOURCE56415
CLB12306 RESOURCE31706
CLB12309 RESOURCE30269
CLB11861 RESOURCE25579
CLB10205 RESOURCE55456
CLB12329 RESOURCE29215
CLB11829 RESOURCE22705
CLB12215 RESOURCE32664
CLB12209 RESOURCE33143
CLB11831 RESOURCE23184
CLB12213 RESOURCE32665
CLB10388 RESOURCE58617
CLB11336 RESOURCE27111
CLB8783 RESOURCE46645
CLB8530 RESOURCE45208
CLB11195 RESOURCE39560
CLB11830 RESOURCE23663
CLB12385 RESOURCE33142
CLB11211 RESOURCE40519
CLB11200 RESOURCE36590
CLB10203 RESOURCE55457
CLB11196 RESOURCE37070
CLB11122 RESOURCE36591
CLB8755 RESOURCE45687
CLB3313 RESOURCE67045
CLB3370 RESOURCE68961
CLB11867 RESOURCE25100
CLB11823 RESOURCE24621
CLB10729 RESOURCE40998
CLB10208 RESOURCE56416
CLB11198 RESOURCE38602
CLB11839 RESOURCE22706
CLB8766 RESOURCE46165
CLB12205 RESOURCE34196
